RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,Date
1,-0.42249906778394625,1.7176268212824293,-1.5006925616131415,-1.6574063343821481,0.5854931360727027,-1.0942275589382875,-0.6783897522397511,1.1393772409969138,-0.6666877724656379,7,5.0,1.0,97.24404109007624,2024-01-01
2,1.5673599918239307,1.1388729777485522,-1.553261260745356,-1.4896965696253177,1.4385633223465366,0.23469665770818152,-0.9274362173343308,-0.30458103940759007,-0.9464779576004664,10,2.0,2.0,100.0,2024-01-02
3,0.8119934578626462,-0.7492757245867252,-1.3273127546843622,-0.10354021217984492,-1.1069268692435237,-1.621388671028849,-0.9532522176343505,-1.4207824471883,0.20221851719929848,13,3.0,2.0,100.0,2024-01-03
4,0.35150985059916007,-1.4893421415265853,-1.4794375812707623,-0.364891426061264,-0.039719917734047,-0.6488922502874785,0.4798553040730823,1.717723706602385,0.9197452532241247,8,8.0,1.0,100.0,2024-01-04
5,-1.1771787339495552,-1.536401792409754,0.8931314231536933,0.328209556847048,1.451414361996384,1.0687412004511003,-0.39756652903835066,-1.1479290540142602,0.7868435919519835,9,5.0,1.0,95.18264321339886,2024-01-05
6,-1.1772620344738483,-1.3132266191913005,-0.05353966454418372,-0.2516562883592014,-0.6027141112082387,-0.14228721920638635,-1.1335499819508517,-0.8508947227736094,-0.9198712765814914,13,5.0,2.0,70.36149125287515,2024-01-06
7,-1.5154044085304508,0.2984367101069988,-0.5447012197877603,1.4645169646480476,1.6582206999530715,-1.2056503119943744,1.3397087854468699,-1.1566732875421502,-0.5849332890865099,10,2.0,2.0,65.81994866931959,2024-01-07
8,1.275401364635621,1.5166429910785064,-0.28486913493712146,0.08064878787803272,-1.3932222478467156,-0.20507970060038588,1.2933679218467873,-0.553545780514832,1.2787831638214804,11,8.0,1.0,100.0,2024-01-08
9,0.3599936454279528,0.00429449515239128,1.4728162445183952,0.631602170831673,1.4304174095899072,-1.0389246216873678,1.253025071624223,-0.7202565264494107,0.7747509670930253,8,6.0,4.0,100.0,2024-01-09
10,0.7293793041368282,1.2162248793383854,1.4101794666307514,1.33424661861514,-0.17299575335238157,-0.3623420401529003,-0.37549037720617623,0.3582654955083201,0.7382270599458878,13,5.0,1.0,100.0,2024-01-10
11,-1.6449103132315213,-0.17373712032415092,0.7386245283901183,-1.2634735450543726,-1.4750065324068335,-0.03423371732565659,-1.5277410666894324,1.7257184014224445,-0.798185176520739,9,7.0,4.0,63.12113325976491,2024-01-11
12,1.6336531917683375,0.7458714788962447,1.3204343523245068,-0.9763197790121969,1.3492771682320759,-0.5136116827176593,-1.355955757366566,-1.539194022881903,1.0128024089363468,8,4.0,1.0,100.0,2024-01-12
13,1.1589002753212452,0.8273986635613736,-0.6247198751165689,-1.4005417798456417,-0.8504219080732638,1.522845223634965,-0.7714591973622177,0.9716473530720712,-0.48828905486988444,11,2.0,2.0,100.0,2024-01-13
14,-0.9826719331255521,-1.1256426256325587,-0.4131368014820722,-1.2885405303908044,-1.6554953025045904,0.22472790704931617,-0.9650579495458131,-1.2781158871698262,-0.33951599933719784,8,4.0,2.0,71.64276282750778,2024-01-14
15,-1.0880547255917647,-0.47013866983067476,0.3876081948114814,0.00386996453951048,-1.2574733215046285,1.196698222920305,1.2928049617221624,-1.652206090167388,-0.7335974170421433,10,3.0,2.0,96.90368407007328,2024-01-15
16,-1.0825996612853621,0.4963406620679812,0.4217367442829327,-0.659426437876639,0.5767419063838656,0.911848688557039,1.6807495761753621,0.4878815450974056,-1.3088866046879515,13,3.0,2.0,100.0,2024-01-16
17,-0.6652778458446892,-1.4871440430954785,-0.0668497842014098,-0.3059765370191074,1.6937873807480186,0.566682760955392,1.0949464691211486,1.299788498470302,-0.27372680944589467,13,11.0,1.0,98.25065400538938,2024-01-17
18,0.09628378876917403,-0.46900401011251114,-0.34584020074360894,1.6322879535572483,-1.3428034490113976,-0.0028405640982103863,0.79520071438171,-1.111034367685547,-1.6704986877585373,8,2.0,2.0,100.0,2024-01-18
19,-0.22424711136482806,0.13751516352974313,1.669845208174905,-1.2293999668805489,-0.1143356301305889,-1.717936100532836,0.3076494292017915,-0.539246289141547,-0.15076685034025056,7,3.0,1.0,100.0,2024-01-19
20,-0.7102195335886572,1.7528002341123516,1.1016307099865001,0.10169200841090145,-1.1003442340192606,0.4013191712544215,0.9334980626870234,-1.137142234982664,0.7808534731020037,12,5.0,3.0,100.0,2024-01-20
21,0.39707769776549734,-0.07345435220711563,-0.22768408660972905,-1.4298158766755444,0.8779013940786226,-0.4914262201782931,1.5449880450825693,1.4145932811209287,1.5969886206323425,10,7.0,3.0,100.0,2024-01-21
22,-1.2342482512652229,1.1220970057022828,0.7786130811297792,-0.6687239533451457,-1.3196815277289073,-1.3172101593380172,0.35156460821064167,-0.785695485201144,-1.4569824092296273,9,5.0,2.0,83.9085918496112,2024-01-22
23,-0.7070577596005109,-0.22211370131152433,-0.7971441622376714,0.05565001873056411,-0.8928275318986916,-0.18402601560856854,-1.1906895720728834,-0.1826498458377519,-0.7553057056308831,14,5.0,2.0,92.48687487241332,2024-01-23
24,-0.4507433315044113,1.0532532064408293,-1.3802844242279277,1.508024869433678,-1.0450717666581877,0.8245703187234622,-1.1587727378434503,1.3738963403477862,-0.018445079967044687,9,5.0,2.0,100.0,2024-01-24
25,-0.14092980498728166,0.3497079154229003,-0.511863042432389,-0.4166778388961657,0.2031220925577343,1.6085067288415504,0.29121183122669525,0.19143832541511638,-1.139254871146124,7,9.0,3.0,100.0,2024-01-25
26,0.9956613932840297,1.369027876768815,-0.33787088337630256,-1.5475167608242186,1.32706396270329,-0.4285120325172047,-0.5732261218319818,1.5057050894014206,-1.3246794538858875,18,4.0,2.0,100.0,2024-01-26
27,-1.026412557475423,-0.29606388476032175,-1.6681917535599096,-0.4273054756658687,0.057909678678457706,0.1560602948757018,1.417991684976204,1.4835710632014245,-0.16320294209366973,5,9.0,2.0,67.31327125925885,2024-01-27
28,0.05994532727059652,0.38082731019126154,1.0798338296180505,-1.2673918876235601,-1.5293371798075983,1.2256522278916933,0.38711530896992946,-0.12423763702474587,0.2813652979980721,8,4.0,2.0,100.0,2024-01-28
29,0.32994603922933213,0.47084380075391685,-0.48858327918469335,-0.9754362401277301,0.24121892027765507,-0.5675511146691272,0.6109984051446945,0.2935185179506016,1.1104436180687276,4,5.0,3.0,100.0,2024-01-29
30,-1.555580500785046,-0.2735183696180686,0.27299216105351837,0.36949412421780126,1.061861647367808,-1.232289746077832,-1.7043671289532643,-0.9242060718633112,1.725286041941082,9,8.0,3.0,62.810556405187626,2024-01-30
31,0.38219956156732277,-1.2294425595702267,-1.470500146529272,-1.5387937267060021,-1.2702699081969304,-0.7482342356363072,-0.0022834916728565607,1.7052279514742164,0.9514083242890675,14,5.0,2.0,100.0,2024-01-31
32,-1.127083002707462,-1.4071095080897376,-1.1226876376161776,-0.16198544154181502,-1.4786270683004268,1.3916389387816994,-0.23594887705919831,-0.7581766958177613,-0.9628555470198522,11,1.0,2.0,71.2177377460239,2024-02-01
